OTU	Test-Statistic	P	FDR_P	Bonferroni_P	2017_mean	2016_mean	2018_mean	taxonomy
663727	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	174.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
656652	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.75	0.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
576928	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
810076	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.75	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__; s__
155426	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.75	0.0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
360097	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	28.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
2850546	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
4301666	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
549538	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
1669782	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.5	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__AK1AB1_02E; g__; s__
575785	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.75	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__
4439345	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	128.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
239185	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	122.75	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
800713	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	32.5	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
4410196	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.25	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
173673	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	247.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__; g__; s__
4323138	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.25	0.0	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__; s__
539880	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
4393662	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	26.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4156020	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	30.25	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Crocinitomix; s__
2000880	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.75	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
3490231	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.75	0.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
4315090	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	20.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
237206	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
788632	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.5	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
1032692	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	44.25	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
1130197	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
246618	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.75	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
3526333	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
321885	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	42.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
718381	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.5	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Caldicoprobacteraceae; g__Caldicoprobacter; s__
1072854	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	3.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
4442627	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	372.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
202686	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
574158	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	16.0	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
142320	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	98.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter; s__
4442955	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	122.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__BPC015; f__; g__; s__
1108523	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	66.75	0.0	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
634209	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.25	0.0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
957505	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	25.25	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
93503	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	52.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
1110787	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.75	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
4424963	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	29.25	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
4312368	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.75	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
560770	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	3.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
951905	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
689814	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Thermobispora; s__bispora
726866	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.75	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
4467425	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	22.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
836262	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	11.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
12364	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Terracoccus; s__
254634	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	46.5	0.0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
204422	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	22.75	0.0	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__FFCH4570; g__; s__
349173	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__; g__; s__
1031235	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	20.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
3040333	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	54.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
556217	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.75	0.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
272797	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	31.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
4308656	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	2.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__
589827	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	55.75	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__; g__; s__
4349732	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.0	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
696234	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
136268	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	22.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
3926111	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	16.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
722908	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.0	0.0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__
632918	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	148.5	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__11-24; f__; g__; s__
1119783	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__roseochromogenus
4306217	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.5	0.0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__
4306218	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
245188	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	40.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1108959	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__
4479579	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
813565	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	25.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
154538	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
4475479	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.75	0.0	k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__
974905	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
96839	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	30.75	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
329072	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	358.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
4348103	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	53.25	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
237774	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.0	0.0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__; f__; g__; s__
113103	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	35.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4484245	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	21.25	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
237482	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	47.75	0.0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
540935	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
4321226	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
2390288	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.0	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
348270	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	34.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1137392	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	22.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Sphaerisporangium; s__
1111136	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	28.75	0.0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
4417095	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
245720	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	81.75	0.0	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
207982	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__
825653	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	22.75	0.0	k__Bacteria; p__Chlorobi; c__SJA-28; o__; f__; g__; s__
585459	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.5	0.0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
130441	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.25	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
682134	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.75	0.0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__JG37-AG-70; s__
153570	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	16.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
754911	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	6.5	0.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
341698	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	52.75	0.0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
1134389	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__succinicans
246860	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
619916	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	7.75	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__NB1-i; g__; s__
44265	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	3.0	0.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
3582363	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	96.25	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__OM27; g__; s__
576963	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	5.75	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__; s__
4358273	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.5	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
806832	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	25.75	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Cellvibrio; s__
512701	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	14.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
966091	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	359.5	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Modestobacter; s__
555858	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	55.75	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
314857	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	62.25	0.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__; g__; s__
245895	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	181.0	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
696036	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	50.25	0.0	k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Asteroleplasma; s__
823798	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	18.75	0.0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
4367292	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	24.25	0.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
815884	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	28.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Arenimonas; s__oryziterrae
4316858	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	43.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
4299770	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	16.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
4478795	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	23.25	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
831407	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
277693	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	8.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
905618	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	13.25	0.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides; s__
642099	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	318.5	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
3166208	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	146.5	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
4375039	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	54.25	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
138702	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	17.75	0.0	k__Bacteria; p__Acidobacteria; c__Sva0725; o__Sva0725; f__; g__; s__
93865	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	12.5	0.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4336624	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	10.75	0.0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
578761	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	15.5	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella; s__
567776	37.8613138686	6.0050987657e-09	1.4232533334e-08	2.85362293346e-05	0.0	9.75	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
